"household_id","participant_sex","participant_age","education_level","target_group","household_head_sex","Age_Group","Age_Group2","Womens_Age_Group","Womens_Age_Group2","global_form_id","womens_form_id","I_P_total_crops","I_P_total_important_crops","I_P_staple_area","I_P_total_crop_area","I_P_total_crop_yield","I_P_total_crop_productivity","I_P_simpson","I_P_total_livestock","I_P_total_important_livestocks","I_VCC1","I_VCC2","I_VCC3","I_VCC4","I_VCC5","I_VCC6","I_AWEAI_asset","I_AWEAI_asset_prop","I_HI_n_income_sources","I_HI_income_diversification","I_HI_self_perception","I_HI_savings","I_HI_have_debt","I_HI_worry_debt","I_HI_transport","I_HDDS","I_HDDS_min","FIES_1","FIES_2","FIES_3","FIES_4","FIES_5","FIES_6","FIES_7","FIES_8","I_FIES_score","I_FIES_prob_moderate","I_FIES_prob_severe","I_FIES_prev_moderate","I_FIES_prev_severe","I_FIES_category"
"63","F",48,"secondary","Producteurs","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:465add4a-27d5-4963-bf64-9d963c91a739","uuid:7713c96a-ad30-4973-b097-cd0c64ea4729",4,2,0.75,2,1400,700,0.408455018891045,0,0,"moderate","more_than","more_than","moderate","more_than","more_than",1,1,1,"Crop farming only",6,0,0,0,0,5,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"58","F",37,"secondary","Producteurs","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:aa601a4b-279a-4dc9-baf5-f67adc99613e","uuid:d24d20b8-ff71-4fe6-8f2b-18b77663ab62",0,0,NA,NA,NA,NA,NA,0,0,"equal","equal","equal","equal","moderate","little",1,1,0,"Income sources unreported",6,0,0,0,0,8,1,0,1,1,0,1,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"N1KLGS","M",65,"coranique","Calebasses","M","55+","51+","26 - 55","31 - 50","uuid:2abc0d92-6850-40ed-b330-290c81057b98","uuid:9a778629-e373-4339-ae6b-a6cc28b213b2",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","equal","equal","no_reponse","moderate",1,0.5,0,"Income sources unreported",3,0,1,1,0,4,0,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"BJF4SS","F",58,"coranique","Consommateurs","M","55+","51+","55+","51+","uuid:f889653f-1312-4d5c-bb7c-c602cce25e95","uuid:9325f040-1653-4af9-be92-56d3648f66ba",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","equal","equal","no_reponse","moderate",1,0.6,0,"Income sources unreported",5,0,1,1,0,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"240","F",53,"No_school","Transformateurs","F","26 - 55","51+","26 - 55","51+","uuid:aa399a74-b8b0-4ff3-9f73-5ffbb5cbc6bd","uuid:e947727b-50e4-494a-8568-11c4e97497de",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","little","equal","no_reponse","moderate",1,0.5,0,"Income sources unreported",5,0,0,0,0,8,1,0,1,1,0,1,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"9VPWZA","F",43,"coranique","Consommateurs","F","26 - 55","31 - 50","26 - 55","31 - 50","uuid:f261283a-c632-4f37-b8a2-9c3984549b77","uuid:d39a934c-7ee8-4977-a505-632e90572ff4",4,1,NA,2,2400,1200,0,1,1,"equal","equal","equal","equal","no_reponse","moderate",1,0.5,2,"Crop farming + Off-farm sources",3,0,1,1,0,7,1,0,0,1,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"Q31P6M","F",57,"coranique","Consommateurs","F","55+","51+","55+","51+","uuid:b38cc01a-c3a3-4f6d-ac35-54fd2bfba033","uuid:fb55acab-6538-49e3-ad6e-726488511282",3,1,NA,1.5,2200,1466.66666666667,0,4,2,"more_than","more_than","more_than","equal","no_reponse","equal",1,1,2,"Crop farming + Off-farm sources",5,0,0,0,0,7,1,0,0,1,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"403","F",24,"coranique","Consommateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:5c015694-e876-4131-9c9d-4dde061ea6ee","uuid:cf40eb3b-4201-4a55-b0e6-fb0b40b80061",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","moderate","equal","moderate","moderate",1,0.5,0,"Income sources unreported",5,0,1,1,0,8,1,1,0,1,0,1,1,0,0,4,0.695132798930907,2.59281945041989e-05,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"409","F",56,"coranique","Consommateurs","M","55+","51+","55+","51+","uuid:82ae8db9-86a7-40f4-aa6b-6c228929dd4b","uuid:1fbd0fb5-ee1e-4a5b-8621-f6f0e08d1cc1",7,2,0.4,2.5,1090,436,0.500417014178482,5,3,"little","none","moderate","equal","no_reponse","moderate",1,0.625,2,"Crop farming + Off-farm sources",5,0,1,0,0,7,1,1,0,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"603","M",50,"primary","Calebasses","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:bbe4675d-88ac-438a-aa93-88a38267cbfa","uuid:7a08bd08-6508-419b-b0fe-b90aac2d9be5",6,2,0.428571428571429,3.5,2500,714.285714285714,0.480192076830732,2,1,"little","none","moderate","equal","moderate","moderate",1,0.4,1,"Crop farming only",4,0,1,1,0,4,0,1,1,1,1,1,1,1,0,7,0.998120533323179,0.356687404917374,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"242","F",25,"coranique","Transformateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:89e04ba3-f93d-4ad3-9c1f-aa735acb2c67","uuid:6d49fab2-c2e6-445d-820e-51703e96911d",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","moderate","equal","no_reponse","moderate",1,0.8,0,"Income sources unreported",5,0,1,1,1,5,1,1,1,1,0,1,1,0,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"237","F",50,"coranique","Transformateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:c8457af5-b785-4bbf-97d7-309c97c6ad33","uuid:54988ba8-8fcb-4044-a446-fef789c49e66",16,4,1,2,1100,550,0.165439655885516,5,2,"moderate","equal","equal","equal","moderate","more_than",1,0.625,2,"Crop farming + Off-farm sources",6,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"595","M",74,"secondary","Calebasses","M","55+","51+","55+","51+","uuid:ef840d37-34e9-4c01-9de3-460f9f179ba9","uuid:47674044-5325-4d5c-a81a-4cc302dd968a",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","moderate","equal","no_reponse","little",1,0.666666666666667,0,"Income sources unreported",6,0,0,0,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"615","M",67,"coranique","Calebasses","M","55+","51+","26 - 55","31 - 50","uuid:034a7c9e-0ddc-4304-aca8-c40c026a8d34","uuid:9b58fae6-11fc-47b7-9da2-6763cb159536",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","equal","equal","no_reponse","moderate",1,0.75,0,"Income sources unreported",4,0,1,0,0,5,1,1,1,1,1,1,1,1,0,7,0.998120533323179,0.356687404917374,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"253","F",25,"coranique","Transformateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:452af23e-177a-4bf5-8896-f4bcb57ad707","uuid:540bdc91-f469-4ffb-a37b-acfc882d57ee",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","moderate","equal","no_reponse","moderate",1,0.285714285714286,0,"Income sources unreported",6,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"252","F",32,"coranique","Transformateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:58a82746-7a3e-460e-bde4-38c3e31f8c47","uuid:b323eb60-8e91-4249-b3b2-00029649d47f",25,4,1,2,20000,10000,0,4,1,"equal","equal","moderate","equal","moderate","more_than",1,0.545454545454545,2,"Crop farming + Off-farm sources",6,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"607","M",18,"primary","Calebasses","M",NA,NA,"26 - 55","31 - 50","uuid:4534e316-3887-4456-92e7-8f42f3b4b99c","uuid:92094664-8bfe-4aaa-add0-3d5180778936",0,NA,NA,NA,NA,NA,NA,0,NA,"no_reponse","no_reponse","equal","equal","no_reponse","moderate",1,0.5,0,"Income sources unreported",3,0,1,1,0,4,0,1,1,1,0,0,1,0,0,4,0.695132798930907,2.59281945041989e-05,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"XF0N66","F",25,"coranique","Producteurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:fe45fea3-c2a5-4c78-92af-09c39d116472","uuid:65cc5d24-a75a-475b-8398-50476734156e",3,1,NA,2,2500,1250,0,2,1,"little","moderate","moderate","moderate","moderate","moderate",1,1,1,"Crop farming only",7,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"AO0O27","M",22,"coranique","Consommateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:9545905f-691c-46e5-b467-3b7eb5e86390","uuid:b03e3ec1-50ce-4fe6-b65b-7f4099bfb819",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",5,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"9EEF4T","F",32,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:a843c6dc-9c63-42db-96ac-c8976784a88b","uuid:0cee76fc-ef7c-4040-8e4e-378bda0bdfab",4,1,NA,1,1000,1000,0,2,1,"little","moderate","moderate","moderate","moderate","moderate",1,1,1,"Crop farming only",7,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"C4Q91K","M",46,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:8ad1ea69-2311-4841-b9b5-5d6ea38e7d18","uuid:12a67484-de6f-48a4-b49e-5401c8d37364",3,1,NA,3,3000,1000,0,2,1,"little","moderate","moderate","moderate","moderate","moderate",1,1,1,"Crop farming only",7,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"138","F",35,"coranique","Producteurs","M","26 - 55","31 - 50",NA,NA,"uuid:ae79fda3-cd4e-4fb3-abb5-d50f9d771a15","uuid:1f63b4f4-fedd-429d-8b78-9677226d54d9",5,1,NA,5,5000,1000,0,3,2,"little","moderate","moderate","moderate","moderate","moderate",1,1,1,"Crop farming only",7,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"UV5VCS","F",52,"coranique","Consommateurs","M","26 - 55","51+","26 - 55","51+","uuid:77579a03-bf07-47ca-b1f3-76f7235136fd","uuid:559c2d72-0a6b-45fe-bd6e-00eba399e1b9",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",5,0,1,0,0,8,1,1,0,0,NA,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"111","M",35,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","18 - 30","uuid:8e62109b-18ea-48c7-943f-a9f1d1ab9c36","uuid:e26134f9-2aa1-4bd0-8417-dd67a1aa44b7",2,1,NA,1.5,2000,1333.33333333333,0,1,1,"little","moderate","moderate","moderate","moderate","moderate",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"0DG12Y","M",44,"coranique","Producteurs","M","26 - 55","31 - 50","18 - 25","18 - 30","uuid:71595501-2fa7-4463-9fd1-faaa5b8a51e1","uuid:762f7859-7711-458c-bbc0-dd1f62472605",3,1,NA,2,2000,1000,0,2,1,"little","moderate","moderate","moderate","moderate","moderate",1,1,1,"Crop farming only",7,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"KRH1ES","F",30,"coranique","Consommateurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:67fad01e-dc9c-4ce9-aa44-a40fa6af3df0","uuid:257160dd-f250-4da0-87d0-44edcda483c3",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",5,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"277","F",51,"coranique","Transformateurs","M","26 - 55","51+","26 - 55","51+","uuid:1377b32f-d24c-4e89-bbbf-c4e1564148c5","uuid:e3353347-b2ae-4da0-b43a-a57a9d58141d",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","none",1,1,0,"Income sources unreported",7,1,0,0,0,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"AEMAAR","F",34,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:53ffdc16-3b90-4ddc-9368-4f9c013570dd","uuid:a1c95f00-7187-4f51-aa17-2ea88dcf3b58",1,1,NA,1,3000,3000,0,1,1,"little","moderate","moderate","moderate","little","moderate",1,1,1,"Crop farming only",7,1,1,1,1,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"273","F",60,"coranique","Transformateurs","M","55+","51+","55+","51+","uuid:cde97188-b08b-450c-be7d-0118c8733da1","uuid:3c67ae58-ebca-4919-bfef-e8a07d6f05ff",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","moderate","little","none",1,1,0,"Income sources unreported",7,1,1,1,0,5,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"FXG333","F",30,"coranique","Transformateurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:65a853bc-c463-4fd7-824f-3877d4ced779","uuid:7509e85e-bacd-4c3a-8ae7-7d7c95242891",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","moderate","moderate","little","moderate",1,1,0,"Income sources unreported",7,1,1,1,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"264","F",18,"coranique","Transformateurs","M",NA,NA,NA,NA,"uuid:b23bbc40-eb4e-430d-80bf-a75c6ab5c97a","uuid:d59cd2e6-b416-4266-ad6e-134797d9f771",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","none",1,1,0,"Income sources unreported",7,1,0,0,0,8,1,1,1,1,0,0,1,1,1,6,0.988189553227647,0.0413850653165367,0.276221064086592,0.0238715452714838,"Severely Food Insecure"
"137","F",45,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:03374d4a-1671-47a2-a019-d7b0f198460a","uuid:f5e13c2f-3741-4588-8bd9-88f28ba6f707",4,4,0.5,4,18000,4500,0.574105968850121,2,1,"none","none","none","equal","little","none",1,1,1,"Crop farming only",7,1,1,1,1,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"268","F",35,"coranique","Transformateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:dd557c9e-981c-4a33-b477-6b2cb63fe83f","uuid:a1cd3a79-ccd8-4a3a-bfdb-26762e2fd424",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","moderate","equal","little","none",1,1,0,"Income sources unreported",7,1,1,1,0,10,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"8T8BIH","M",28,"coranique","Producteurs","M","26 - 55","18 - 30","18 - 25","18 - 30","uuid:52ba1c2d-dccf-45ae-9653-3be1075f9b09","uuid:a21bb0dd-dfd0-4c2b-9a9e-feeb11aa91cf",3,2,0.75,4,4000,1000,0.500125031257814,1,1,"little","moderate","moderate","moderate","little","none",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,0,6,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"113","M",50,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:d1a9b148-a9b1-410e-8272-6eeff1817c2f","uuid:fbd128e6-5206-4ea8-a809-523adb93c9b7",3,1,1,1,2000,2000,0,1,1,"little","none","moderate","moderate","little","none",1,1,1,"Crop farming only",7,1,1,1,0,5,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"292","F",30,"coranique","Transformateurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:a1f01447-aba3-4c3a-b450-119ef66ad4ea","uuid:6e768e3e-70b1-4486-afa7-f245ddc04eee",0,NA,NA,NA,NA,NA,NA,0,NA,"moderate","equal","equal","moderate","little","none",1,1,0,"Income sources unreported",7,1,0,0,0,5,1,1,1,1,0,1,1,1,0,6,0.988189553227647,0.0413850653165367,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"256","F",20,"coranique","Transformateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:c64cd247-5ccf-4e0f-967d-6f49217211ef","uuid:c6703d85-43a2-4a99-9cbf-06ae5661462b",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","moderate","little","none",1,1,0,"Income sources unreported",7,1,0,0,0,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"QERJYC","M",40,"coranique","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:3b9ea81a-91d4-4c80-988c-63162c3ac129","uuid:e39b0ff6-c9b9-41cd-acf5-c4e499a09a52",3,2,1,1.251538,2200,1757.83715716183,0.35139939641986,4,2,"little","moderate","moderate","moderate","little","none",1,1,2,"Crop farming + Off-farm sources",7,1,0,0,0,7,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"146","F",28,"coranique","Producteurs","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:fac42e97-d098-4351-87ab-f44e914a1ade","uuid:41274f98-659a-4015-a459-b75ff66d68e2",3,1,1,1,1000,1000,0,4,4,"little","moderate","moderate","moderate","little","none",1,1,1,"Crop farming only",7,1,1,1,0,9,1,0,1,1,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"321","F",43,"No_school","Commerçants","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:379736f2-af01-4ca0-b373-05da21f8ba55","uuid:40315b66-155d-49ef-9c7c-dce4f29adc13",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","moderate",1,0.666666666666667,0,"Income sources unreported",7,1,1,0,1,7,1,0,0,0,1,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"320","F",30,"primary","Commerçants","M","26 - 55","18 - 30","26 - 55","18 - 30","uuid:8b2f317b-dfa7-4d77-9124-18a34e3d8e36","uuid:adcb4fe3-a9d8-41d1-8a80-ef887692b45c",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","little","little","little","little",1,0.833333333333333,0,"Income sources unreported",7,1,1,0,1,5,1,1,1,0,0,0,0,0,0,2,0.0932852837366366,5.37366418029706e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"319","F",41,"primary","Commerçants","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:d3f7c060-a4f8-4f5f-893c-d16bbef10d5a","uuid:3c48198d-7a91-47d6-a821-094ed340f74a",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","moderate","little","little","moderate",1,1,0,"Income sources unreported",7,1,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"542","M",45,"No_school","Calebasses","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:3f98d4d8-139d-45ed-a507-a80ad55b4471","uuid:67a2adfb-361c-4f52-8134-5e3f05a8e771",0,NA,NA,NA,NA,NA,NA,0,NA,"little","none","moderate","little","little","little",1,1,0,"Income sources unreported",7,1,1,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"536","M",49,"secondary","Calebasses","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:19841b51-fd2b-4052-9d3a-3f008c180f51","uuid:34d2e30e-924d-4fbd-8cae-99997736a831",0,NA,NA,NA,NA,NA,NA,0,NA,"little","none","little","little","little","little",1,1,0,"Income sources unreported",7,1,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"541","M",44,"No_school","Calebasses","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:7e723b6d-0ae9-4765-b53d-7dbbe73adaec","uuid:77902d5b-82d9-40c4-a87d-7eade5a46c94",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","little",1,1,0,"Income sources unreported",7,1,1,0,1,9,1,0,0,1,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"535","M",66,"No_school","Calebasses","M","55+","51+","26 - 55","31 - 50","uuid:d1ce819a-2e08-4f7d-871d-2c82f31d992e","uuid:db40fcd7-1d58-45ae-8379-b96ed26ad1fb",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","little","little","little","little",1,0.75,0,"Income sources unreported",7,1,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0.276221064086592,0.0238715452714838,"Food Secure"
"539","M",66,"coranique","Calebasses","M","55+","51+","26 - 55","31 - 50","uuid:4edf4495-9959-4874-9bc9-cfbc9f2decb9","uuid:9ea3b354-cc9b-4bb7-a590-5e0238bc477a",0,NA,NA,NA,NA,NA,NA,0,NA,"little","moderate","little","little","little","little",1,0.833333333333333,0,"Income sources unreported",7,1,1,0,1,6,1,1,1,1,0,1,1,1,0,6,0.988189553227647,0.0413850653165367,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"548","F",55,"No_school","Calebasses","M","26 - 55","51+","26 - 55","51+","uuid:1d65e983-f655-4c39-a1d7-74961600d63e","uuid:5ce19391-cdfd-45c8-b259-776141ef109f",0,NA,NA,NA,NA,NA,NA,0,NA,"little","little","little","little","little","moderate",1,1,0,"Income sources unreported",7,1,1,0,1,8,1,1,0,0,NA,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"31","M",43,"secondary","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:7d083012-3120-4a8e-9458-26fe65f00edb","uuid:a8ed3e0f-2fc7-4655-9df5-13db39592ffc",4,1,1,3,1600,533.333333333333,0,4,1,"little","little","moderate","little","none","moderate",1,0.666666666666667,1,"Crop farming only",7,1,1,1,1,8,1,1,1,1,0,1,0,0,0,4,0.695132798930907,2.59281945041989e-05,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"254","F",25,"secondary","Transformateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:d907d35c-cf7c-45c1-9833-8ae54d3a5d17","uuid:a7ed5caf-d509-40b1-aafe-8b8ee242f0dd",12,3,0.971223091454899,4.633333,1200,258.992824387973,0.569919377258827,0,0,"equal","none","none","no_reponse","none","little",0,0.2,1,"Crop farming only",6,0,1,1,0,7,1,0,0,1,0,0,0,0,0,1,0.0207601978942691,6.35569774587452e-09,0.276221064086592,0.0238715452714838,"Mildly Food Insecure"
"61","F",44,"No_school","Producteurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:5d3cfa90-9504-4ac6-b274-916bb0e890c9","uuid:ce2968a5-0c45-43a0-9784-01ba83171e87",3,2,0.666666666666667,1.5,1000,666.666666666667,0.480480480480481,2,1,"little","moderate","moderate","moderate","moderate","moderate",1,0.5,1,"Crop farming only",3,0,0,0,0,5,1,1,1,1,0,1,1,0,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"60","F",53,"secondary","Producteurs","F","26 - 55","51+","26 - 55","51+","uuid:4e5a2017-a39c-4288-859e-0dbe7f505c90","uuid:81d34551-436c-4799-82f9-711c7bc0e5f6",4,2,0.75,2,3000,1500,0.444592641991775,3,1,"moderate","no_reponse","no_reponse","equal","moderate","no_reponse",1,0.666666666666667,1,"Crop farming only",3,0,0,0,0,4,0,1,1,1,0,1,1,0,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"569","F",52,"No_school","Calebasses","F","26 - 55","51+","26 - 55","51+","uuid:ecacb861-e5aa-45dc-bc4e-8c86f2d3d884","uuid:f0a6c4c6-2b65-4fee-9401-daec29bf5f23",1,1,NA,0.5,50,100,0,0,0,"no_reponse","no_reponse","no_reponse","equal","moderate","no_reponse",1,0.5,1,"Crop farming only",3,0,0,0,0,4,0,1,1,1,0,1,1,1,0,6,0.988189553227647,0.0413850653165367,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"278","F",37,"coranique","Transformateurs","M","26 - 55","31 - 50","26 - 55","31 - 50","uuid:374da50f-3813-4ef6-a37c-e8e2767344c7","uuid:57c53a51-3e72-4aa2-ba98-916c0bd7aae9",0,NA,NA,NA,NA,NA,NA,0,NA,"none","none","none","none","none","little",0,0.25,0,"Income sources unreported",2,0,1,1,1,6,1,1,1,1,0,1,1,0,0,5,0.922388641318079,0.00153586489675683,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
"267","F",21,"coranique","Transformateurs","M","18 - 25","18 - 30","18 - 25","18 - 30","uuid:e4387613-4e01-4d10-87cd-06bf227fac42","uuid:4a64f068-f1b1-426e-9008-1c83f1825169",0,NA,NA,NA,NA,NA,NA,0,NA,"little","none","little","little","none","none",1,0.5,0,"Income sources unreported",2,0,0,0,0,8,1,1,0,1,0,1,0,0,0,3,0.337569344275583,2.75628626811297e-07,0.276221064086592,0.0238715452714838,"Moderately Food Insecure"
