"crop_rep_number","crop_id","crop_label_english","crop_label","crop_name","season_grown","season_grown.All_year","season_grown.First","season_grown.Second","season_grown.Spring","season_grown.Summer","crop_measurement","crop_measurement_q_en","crop_measurement_q_es","crop_area","crop_area_unit","crop_area_unit_label","crop_area_conversion","crop_area_conversion_input","crop_area_conversion_col","crop_area_ha","crop_area_ha_2dp","crop_area_ha_note","yield_info","crop_harvest","crop_yield","crop_yield_units","crop_yield_units_label","crop_yield_units_conversion","crop_yield_kg","crop_yield_kg_2dp","crop_yield_note","crop_yield_area","crop_yield_area_2dp","crop_yield_kg_ha","crop_yield_kg_ha_2dp","crop_yield_note2","crop_yield_note3","crop_land_area","crop_no2","crop_use","crop_use.eat","crop_use.feed_livestock","crop_use.givetrade","crop_use.save_seed","crop_use.sell","crop_no3","crop_consumed_prop","crop_sold_prop","crop_feed_lstk_prop","crop_seed_saved_prop","crop_no4","crop_sold_income","crop_sold_price_quantityunits","crop_price_quantityunits_other","crop_no5","crop_who_control_revenue","crop_who_control_revenue.Female_adult","crop_who_control_revenue.Female_Youth","crop_who_control_revenue.Male_adult","crop_who_control_revenue.Male_Youth","crop_consume_control","crop_consume_control.Female_adult","crop_consume_control.Female_Youth","crop_consume_control.Male_adult","crop_consume_control.Male_Youth","PARENT_KEY","KEY","crop_label_spanish","household_id","loc1_name","loc2_name"
2,23,"Beans","Frijoles",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frijoles during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frijoles durante los últimos 12 meses?",8,8,"Tarea",0.04375,NA,0.04375,0.35,0.35,NA,"Y","good_harvest",8,3,"saco de 100 libras",45.4,363.2,363.2,NA,1,1,1037.7142857142858,1037.71,NA,NA,"Half",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf","uuid:3e0041fa-c3e9-42e2-bfe8-d03ea2b4dfbf/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frijoles",52,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",4,8,"Tarea",0.04375,NA,0.04375,0.175,0.18,NA,"Y","good_harvest",12,3,"saco de 100 libras",45.4,544.8,544.8,NA,3,3,3113.142857142857,3113.14,NA,NA,"UnderHalf",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:3c46085a-b5bd-496a-9131-9fae287b9e57","uuid:3c46085a-b5bd-496a-9131-9fae287b9e57/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",21,"Langue","Las Olivas"
2,7,"Squash","Ayote",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Ayote during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Ayote durante los últimos 12 meses?",1,8,"Tarea",0.04375,NA,0.04375,0.04375,0.04,NA,"Y","good_harvest",10,13,"unidades (ayote)",2,20,20,NA,10,10,457.14285714285717,457.14,NA,NA,"UnderHalf",NA,"eat sell",1,0,0,0,1,NA,"UnderHalf","UnderHalf","","",NA,20,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:3c46085a-b5bd-496a-9131-9fae287b9e57","uuid:3c46085a-b5bd-496a-9131-9fae287b9e57/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Ayote",21,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",5,8,"Tarea",0.04375,NA,0.04375,0.21875,0.22,NA,"Y","normal_harvest",6,9,"Quintales 16 (100 Libras )",727,4362,4362,NA,1.2,1.2,19940.571428571428,19940.57,NA,NA,"All",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:1fff7648-d485-48c0-9ca6-2858199316b1","uuid:1fff7648-d485-48c0-9ca6-2858199316b1/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",22,"Langue","Las Olivas"
2,23,"Beans","Frijoles",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frijoles during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frijoles durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","normal_harvest",30,10,"Quintales 16 (100 Libras )",727,21810,21810,NA,30,30,30909.863945578232,30909.86,NA,NA,"Most",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:1fff7648-d485-48c0-9ca6-2858199316b1","uuid:1fff7648-d485-48c0-9ca6-2858199316b1/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frijoles",22,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",22,9,"Quintales 16 (100 Libras )",727,15994,15994,NA,22,22,22667.233560090703,22667.23,NA,NA,"Half",NA,"eat save_seed sell",1,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,1800,"total_income_per_year",NA,NA,"Male_adult Female_adult",1,0,1,0,"Female_adult",1,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",1,"Langue","Las Olivas"
2,7,"Squash","Ayote",NA,"Second",0,0,1,0,0,"plants","In total, how many Ayote plants did you grow during the last 12 months?","En total, ¿cuántas Ayote plantas cultivaste durante los últimos 12 meses?",4,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","normal_harvest",25,13,"unidades (ayote)",2,NA,NA,NA,6.25,6.25,NA,NA,NA,NA,"Little",NA,"eat sell save_seed",1,0,0,1,1,NA,"Most","UnderHalf","","Little",NA,350,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Ayote",1,"Langue","Las Olivas"
3,9,"Red Beans","Frjoles colarados",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frjoles colarados during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frjoles colarados durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",14,3,"saco de 100 libras",45.4,635.6,635.6,NA,14,14,900.7936507936508,900.79,NA,NA,"Half",NA,"eat save_seed",1,0,0,1,0,NA,"All","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Frjoles colarados",1,"Langue","Las Olivas"
4,28,"Sweet Chili","Chile dulce",NA,"Second",0,0,1,0,0,"plants","In total, how many Chile dulce plants did you grow during the last 12 months?","En total, ¿cuántas Chile dulce plantas cultivaste durante los últimos 12 meses?",6,4,"Plantas",-99,NA,-99,NA,NA,NA,"Y","normal_harvest",80,6,"unidades (general)",-99,NA,NA,NA,13.333333333333334,13.33,NA,NA,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:c2880540-6d5e-4747-bd9f-4470c92516ba","uuid:c2880540-6d5e-4747-bd9f-4470c92516ba/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Chile dulce",1,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",30,9,"Quintales 16 (100 Libras )",727,21810,21810,NA,30,30,30909.863945578232,30909.86,NA,NA,"All",NA,"feed_livestock eat",1,1,0,0,0,NA,"All","","None","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6","uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",2,"Langue","Las Olivas"
2,9,"Red Beans","Frjoles colarados",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frjoles colarados during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frjoles colarados durante los últimos 12 meses?",9,8,"Tarea",0.04375,NA,0.04375,0.39375,0.39,NA,"Y","good_harvest",14,3,"saco de 100 libras",45.4,635.6,635.6,NA,1.5555555555555556,1.56,1614.2222222222224,1614.22,NA,NA,"All",NA,"eat save_seed",1,0,0,1,0,NA,"All","","","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6","uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frjoles colarados",2,"Langue","Las Olivas"
3,7,"Squash","Ayote",NA,"First",0,1,0,0,0,"area","In total, how much land did you use for growing Ayote during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Ayote durante los últimos 12 meses?",1,8,"Tarea",0.04375,NA,0.04375,0.04375,0.04,NA,"Y","normal_harvest",50,13,"unidades (ayote)",2,100,100,NA,50,50,2285.714285714286,2285.71,NA,NA,"All",NA,"eat save_seed givetrade",1,0,1,1,0,NA,"Most","","","UnderHalf",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6","uuid:fedaa08f-b964-4c2b-89a4-7ab7b03d97e6/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","Ayote",2,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",6,8,"Tarea",0.04375,NA,0.04375,0.26249999999999996,0.26,NA,"Y","good_harvest",10,3,"saco de 100 libras",45.4,454,454,NA,1.6666666666666667,1.67,1729.5238095238099,1729.52,NA,NA,"All",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:b3806a0e-0647-4183-9fe9-33b3f7ce8aa5","uuid:b3806a0e-0647-4183-9fe9-33b3f7ce8aa5/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",3,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",3,8,"Tarea",0.04375,NA,0.04375,0.13124999999999998,0.13,NA,"Y","good_harvest",4,3,"saco de 100 libras",45.4,181.6,181.6,NA,1.3333333333333333,1.33,1383.6190476190477,1383.62,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac","uuid:7e82c59f-d95d-4bb8-9355-b3601203d4ac/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",16,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",2,3,"Manzana",0.7056,NA,0.7056,1.4112,1.41,NA,"Y","good_harvest",42,3,"saco de 100 libras",45.4,1906.8,1906.8,NA,21,21,1351.1904761904761,1351.19,NA,NA,"Half",NA,"save_seed eat",1,0,0,1,0,NA,"Most","","","Little",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult Male_adult",1,0,1,0,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",20,"Langue","Las Olivas"
2,23,"Beans","Frijoles",NA,"Second",0,0,1,0,0,"area","In total, how much land did you use for growing Frijoles during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Frijoles durante los últimos 12 meses?",4,8,"Tarea",0.04375,NA,0.04375,0.175,0.18,NA,"Y","good_harvest",6,3,"saco de 100 libras",45.4,272.4,272.4,NA,1.5,1.5,1556.5714285714284,1556.57,NA,NA,"UnderHalf",NA,"eat sell",1,0,0,0,1,NA,"Half","None","","",NA,0,"price_per_bag_100lb",NA,NA,"Male_adult Female_adult",1,0,1,0,"Female_adult Male_adult Female_Youth Male_Youth",1,1,1,1,"uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8","uuid:d62cb451-4d6e-430d-b12d-419a8a66bca8/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Frijoles",20,"Langue","Las Olivas"
1,3,"Maize","Maíz",NA,"Spring Second",0,0,1,1,0,"area","In total, how much land did you use for growing Maíz during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maíz durante los últimos 12 meses?",1,3,"Manzana",0.7056,NA,0.7056,0.7056,0.71,NA,"Y","good_harvest",30,3,"saco de 100 libras",45.4,1362,1362,NA,30,30,1930.2721088435374,1930.27,NA,NA,"Half",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[1]","Maíz",51,"Langue","Las Olivas"
2,10,"Sorghum","Maicillo",NA,"Spring",0,0,0,1,0,"area","In total, how much land did you use for growing Maicillo during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Maicillo durante los últimos 12 meses?",1,8,"Tarea",0.04375,NA,0.04375,0.04375,0.04,NA,"Y","bad_harvest",5,3,"saco de 100 libras",45.4,227,227,NA,5,5,5188.571428571429,5188.57,NA,NA,"Half",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[2]","Maicillo",51,"Langue","Las Olivas"
3,4,"Cassava","yuca",NA,"All_year",1,0,0,0,0,"area","In total, how much land did you use for growing yuca during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar yuca durante los últimos 12 meses?",2,8,"Tarea",0.04375,NA,0.04375,0.0875,0.09,NA,"Y","good_harvest",6,3,"saco de 100 libras",45.4,272.4,272.4,NA,3,3,3113.142857142857,3113.14,NA,NA,"UnderHalf",NA,"eat sell",1,0,0,0,1,NA,"UnderHalf","UnderHalf","","",NA,400,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[3]","yuca",51,"Langue","Las Olivas"
4,6,"Sweet Potato","Camote",NA,"Spring",0,0,0,1,0,"area","In total, how much land did you use for growing Camote during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Camote durante los últimos 12 meses?",5,6,"Metros m²",1e-4,NA,1e-4,5e-4,0,NA,"Y","good_harvest",30,4,"libras",0.4535,13.605,13.61,NA,6,6,27210,27210,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[4]","Camote",51,"Langue","Las Olivas"
5,14,"Mango","Mango",NA,"All_year",1,0,0,0,0,"area","In total, how much land did you use for growing Mango during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Mango durante los últimos 12 meses?",2,8,"Tarea",0.04375,NA,0.04375,0.0875,0.09,NA,"Y","good_harvest",20,3,"saco de 100 libras",45.4,908,908,NA,10,10,10377.142857142859,10377.14,NA,NA,"Little",NA,"sell eat",1,0,0,0,1,NA,"Little","UnderHalf","","",NA,0,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[5]","Mango",51,"Langue","Las Olivas"
6,15,"Nance Fruit","Nance",NA,"Spring",0,0,0,1,0,"area","In total, how much land did you use for growing Nance during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar Nance durante los últimos 12 meses?",1,8,"Tarea",0.04375,NA,0.04375,0.04375,0.04,NA,"Y","good_harvest",60,4,"libras",0.4535,27.21,27.21,NA,60,60,621.9428571428572,621.94,NA,NA,"Little",NA,"eat sell",1,0,0,0,1,NA,"Little","Little","","",NA,500,"total_income_per_year",NA,NA,"Female_adult",1,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[6]","Nance",51,"Langue","Las Olivas"
7,18,"Coconut","cocos",NA,"Summer",0,0,0,0,1,"area","In total, how much land did you use for growing cocos during the last 12 months?","En total, ¿cuánta area de tierra utilizó para cultivar cocos durante los últimos 12 meses?",1,8,"Tarea",0.04375,NA,0.04375,0.04375,0.04,NA,"Y","good_harvest",40,19,"unidades (Coco)",1,40,40,NA,40,40,914.2857142857143,914.29,NA,NA,"Little",NA,"eat",1,0,0,0,0,NA,"","","","",NA,NA,"",NA,NA,"",0,0,0,0,"Female_adult",1,0,0,0,"uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2","uuid:696cebbb-0750-4e9a-acf1-fff4471a66a2/survey_grp/SECTION_Crop_Productivity/crop_repeat[7]","cocos",51,"Langue","Las Olivas"
